,Base,Com AC,Res AC
2020,35522253.42932005,2393910.3642534935,1558442.0225987167
2025,39953321.25195491,5379535.526144945,3502091.9530287255
2030,44769124.696578935,11613584.647369567,7560474.531993089
2035,50535932.34961338,22115658.492083356,14397352.577274762
2040,57366947.19604101,31410336.0364471,24992259.605910435
2045,65166087.555341735,40413391.07638493,34875019.46325037
2050,72629646.72223787,44795049.13869102,43742544.415323175
