,Base,Com AC,Res AC
2020,64783495.50946107,1102466.4169291237,1403774.780799728
2025,77463950.44805077,2477434.9720071363,3154527.5938502112
2030,90780088.8427194,5348398.68905502,6810136.870663242
2035,106046117.19481516,10184913.829636384,12968490.431590669
2040,123683077.9627643,14465387.31847634,22511908.201419473
2045,143612310.61682993,18611560.032169864,31413855.692093562
2050,162987963.19345486,20629442.963916793,39401325.04631115
