,Base,Com AC,Res AC
2020,133631619.34945804,2942422.296521478,2771279.690719164
2025,185254986.02570146,6612137.828307657,6227550.440584166
2030,243679730.47448272,14274582.25638946,13444317.606229555
2035,309532995.5294348,27182975.445136555,25601908.969954915
2040,385980723.7344722,38607324.01469617,44442167.54085464
2045,473699999.9873543,49673231.193966836,62016059.46866034
2050,564832482.6399823,55058849.87492481,77784622.8481608
