,Base,Com AC,Res AC
2020,4330821.9968482,92482.17948354872,92747.50068789648
2025,4821551.759683028,207823.6418105007,208419.8649116148
2030,5394701.445166046,448659.0792384765,449946.23264044814
2035,6029324.438423032,854377.9786422874,856829.0951485143
2040,6800117.723040548,1213452.4242586368,1487363.3932984103
2045,7681812.119087721,1561260.832015558,2075515.7039878448
2050,8563806.870769827,1730534.2072449157,2603248.3784577507
