,Base,Com AC,Res AC
2020,131133374.70076267,1517170.746122154,3145166.0268313903
2025,165575702.3085897,3409348.173542437,7067738.468151984
2030,201178894.8375451,7360255.065396721,15258153.52764744
2035,241140158.4218684,14016076.205877472,29055982.54264838
2040,286721162.4573819,19906694.783546958,50438068.72916949
2045,337946921.04556644,25612493.938053202,70382936.81146586
2050,388163618.1568376,28389424.741690077,88278911.00679232
