,Base,Com AC,Res AC
2020,53488745.78060142,1150505.1268968487,840812.9179460953
2025,66193397.63657212,2585386.360146154,1889453.7693686327
2030,79390843.86840467,5581449.029156028,4079038.2703502732
2035,94302944.82738964,10628709.771168118,7767680.706537371
2040,111381612.88724063,15095699.984052766,13483860.432787323
2045,130608827.65653218,19422537.419510804,18815821.47626218
2050,149407372.21914703,21528347.28619061,23600041.499718245
