,Base,Com AC,Res AC
2020,154251745.07297137,2861949.2474676766,3263097.0886050654
2025,185418294.2877184,6431300.804187448,7332750.201961003
2030,217621669.94553187,13884183.108211799,15830272.8469045
2035,254233258.0161165,26439541.397953458,30145464.892037746
2040,294810848.64760995,37551442.57886573,52329293.21407755
2045,341760467.61020774,48314705.473420694,73022013.54004413
2050,387583303.8365978,53553031.511575446,91589014.70829496
