,Base,Com AC,Res AC
2020,1063900.6027964365,23986.508122741565,38792.71582822231
2025,1531039.1890397102,53901.88142432419,87174.02121357508
2030,1999290.0665458632,116365.81997302342,188195.22047862512
2035,2518081.2244292516,221594.52165852406,358378.6878883176
2040,3106982.9863251713,314725.3513442324,622106.9572935175
2045,3755297.983068272,404934.18124430266,868108.4698201513
2050,4406379.665256593,448837.52794933063,1088838.770066942
