,Base,Com AC,Res AC
2020,360274.6021481211,17020.669315386884,19990.07279648856
2025,173571.37204305886,38248.42259264855,44921.191847935115
2030,-12592.554640763887,82572.42493320015,96977.90105692965
2035,-202755.99326474225,157242.0235555313,184674.2592429063
2040,-407179.0299568969,223327.0513151652,320574.7032140518
2045,-629677.4270948953,287338.6471339561,447340.4642200413
2050,-861184.3069676735,318492.1748705166,561083.8481548683
