,Base,Com AC,Res AC
2020,157569181.77889398,4536143.569279137,3176556.400697317
2025,181259506.53610927,10193508.431649473,7138278.131562185
2030,207667727.3579829,22006207.124999084,15410437.744013302
2035,236299814.55992585,41906248.26528154,29345976.185996495
2040,270283712.4749236,59518433.08262593,50941466.58511
2045,308805284.4189403,76578031.8182767,71085394.70445015
2050,347481797.03893733,84880694.41538185,89159979.92249978
