,Base,Com AC,Res AC
2020,68231987.4559044,763383.5377191504,1279544.6163419452
2025,83416568.80917653,1715456.402443447,2875360.6739634154
2030,99541058.69066541,3703404.883530137,6207458.695364695
2035,116617802.06466043,7052364.980231749,11820815.091414055
2040,136347550.11045697,10016303.785846863,20519666.92712647
2045,158466585.55895293,12887248.374789797,28633816.819576897
2050,180774271.48946324,14284496.02558975,35914417.34764941
