,Base,Com AC,Res AC
2020,12074628.896327524,250245.3776376306,339072.41071536945
2025,15936162.414783254,562345.1568434082,761955.0447441352
2030,19894687.669679247,1214016.1633469753,1644943.0190802414
2035,24286835.307404898,2311841.4931889386,3132452.138421765
2040,29260977.239514716,3283452.6808261247,5437600.880185208
2045,34833906.546621315,4224579.3587517515,7587806.765779561
2050,40322690.40643422,4682612.246220653,9517126.57298308
