,Base,Com AC,Res AC
2020,1366614665.57664,27195432.07,27195432.080000002
2025,1698047962.8038733,61112895.1,61112895.10000002
2030,2057607816.236412,131933282.5,131933282.5
2035,2459125147.1688266,251239518.90000007,251239519.00000003
2040,2922730100.2232237,356829425.5,436124853.4000001
2045,3450096674.7457576,459106426.09999996,608582936.9000002
2050,3981903633.049174,508883178.8,763324768.2000002
