,Base,Com AC,Res AC
2020,48887077.818780966,467330.2708693989,584029.9996498857
2025,59901664.5815775,1050172.9020956184,1312417.6147988047
2030,71583180.18882701,2267160.767613938,2833306.51653626
2035,83946674.84134555,4317336.533518605,5395443.461312618
2040,98220204.0334402,6131808.88775219,9365911.055549163
2045,114217254.7145448,7889351.782127969,13069499.737274751
2050,130352803.82917202,8744722.759960353,16392626.629103918
