,Base,Com AC,Res AC
2020,496084.8978205869,11926.334092761483,27032.00687933132
2025,598668.1912851935,26800.55983160874,60745.65007459345
2030,701824.476817644,57858.26093880778,131140.45732612468
2035,821492.2788379557,110179.03418462079,249729.748216153
2040,961154.5123533481,156484.6232884706,433504.0532790889
2045,1115758.543355371,201337.3645878725,604925.7863795065
2050,1268329.6248227633,223166.5519758472,758737.7293527591
