,Base,Com AC,Res AC
2020,360933000.40978,8668690.439141884,7638780.119931674
2025,488235089.0213178,19480064.44972253,17165675.72039657
2030,632161795.9102651,42054444.35185086,37058037.26720305
2035,794281743.0183194,80083949.75366305,70569330.8138238
2040,982437920.0269945,113741301.15949066,122500788.00586705
2045,1198274677.6192353,146342645.93545285,170941620.85919517
2050,1422341963.4225202,162209253.94195032,214406229.95895466
