,Base,Com AC,Res AC
2020,26065532.132452726,936700.0904902348,1254168.4186281932
2025,26065532.132452726,2104929.027159605,2818335.9168514325
2030,26065532.132452726,4544216.004302803,6084351.070087931
2035,26065532.132452726,8653515.027178355,11586382.202504715
2040,26065532.132452726,12290378.55677755,20112716.580641676
2045,26065532.132452726,15813134.711947173,28065944.947324194
2050,26065532.132452726,17527609.725191556,35202155.07578455
