,Base,Com AC,Res AC
2020,26109948.757060397,151377.43836260965,441357.358570893
2025,27816886.771562517,340171.5952645603,991807.2225001421
2030,29812070.710141547,734377.8281666595,2141158.298220626
2035,32435390.07685646,1398469.9595374535,4077391.017295493
2040,35515446.126612715,1986213.1340865167,7077913.406101026
2045,39269346.64166786,2555515.7402884676,9876752.710211046
2050,42800646.834935576,2832587.1725179725,12388073.204111824
