,Base,Com AC,Res AC
2020,69721618.00538866,1516218.2922865218,1086304.8433432318
2025,99310888.71794654,3407207.843093017,2441117.086963999
2030,132988477.96265446,7355634.423200589,5269993.995915246
2035,171085375.78333783,14007277.15305041,10035608.389161654
2040,215370045.59143907,19894197.70116528,17420739.599103183
2045,266263203.1347891,25596414.852588527,24309471.8990219
2050,319352819.0786979,28371602.34658014,30490539.3780936
