,Base,Com AC,Res AC
2020,17088391.88601948,352583.3996459488,273299.84950117086
2025,20315546.267200112,693756.2573282091,537754.9845908965
2030,23490493.818524517,1307116.6603013892,1013192.302186816
2035,26756560.01689516,2243022.556062051,1738646.0274452886
2040,29847743.870389838,2963449.366192489,2807535.2544130613
2045,33088876.014203664,3627277.8338495158,3727046.004913725
2050,36290452.15334497,3880253.675905615,4511582.563551217
