,Base,Com AC,Res AC
2020,34883060.393055886,2234814.4603634053,1454870.1654996367
2025,38651015.24247248,4397304.346720658,2862656.8395774397
2030,42462402.6599708,8285027.646669668,5393575.060710656
2035,46520763.91133968,14217173.15177732,9255417.587355005
2040,50331307.633741,18783526.118280306,14945486.752697589
2045,54434858.872250766,22991136.176526137,19840362.326911416
2050,58497559.6243924,24594598.139049865,24016723.32743422
