,Base,Com AC,Res AC
2020,1217985.5576882644,23353.264478661426,50693.644255898216
2025,1447459.5960951007,45950.754849436715,99746.70654024687
2030,1672538.8904074295,86576.51240284005,187934.27886484412
2035,1910753.715386638,148565.98193766407,322496.7132733985
2040,2134462.6703730486,196283.25351479696,520762.06292421906
2045,2371924.491006501,240251.7494485993,691319.6060785006
2050,2600379.7291327207,257007.5347526737,836841.1542312203
