,Base,Com AC,Res AC
2020,16511341.030252896,361890.95649338304,503753.7390497007
2025,19903480.183580086,712070.1535860295,991204.6591855794
2030,23224909.403207786,1341622.149312501,1867543.6943509777
2035,26723314.661990825,2302234.2488745553,3204719.793326195
2040,30015361.84161071,3041679.0090742204,5174925.579014535
2045,33498250.60284563,3723031.3340820675,6869792.881380618
2050,36852421.69054784,3982685.2756554135,8315872.070799008
