,Base,Com AC,Res AC
2020,52615049.59510373,1758447.9455748969,1489268.290260047
2025,60391090.84331478,3459987.8118298585,2930339.873740292
2030,68255391.36047098,6519015.382578317,5521097.6893565245
2035,76265735.59646216,11186682.100025482,9474247.429652443
2040,84606828.94425525,14779684.622217545,15298849.362032423
2045,92626590.00319362,18090412.82535416,20309456.597174678
2050,100483929.29022245,19352085.525175884,24584561.10770077
