,Base,Com AC,Res AC
2020,29339845.53542841,1021548.6227787978,1113875.8741130002
2025,38110906.79608481,2010037.1995092835,2191703.7444883087
2030,47749163.16889315,3787141.4975377414,4129422.1833739695
2035,57425670.23174046,6498764.846296964,7086121.222270994
2040,67599965.10458492,8586075.299485309,11442544.85072087
2045,78221108.43746358,10509401.972202605,15190153.357786069
2050,88710580.72095737,11242355.149545096,18387653.63676884
