,Base,Com AC,Res AC
2020,405189753.21755797,7676647.2758719465,8449970.401800964
2025,486201418.0169184,15104857.711070934,16626477.151406333
2030,565736257.5772296,28459290.935493685,31326197.143677883
2035,647334533.5739411,48836368.961226314,53756002.78571896
2040,724612208.2725252,64521913.18992918,86804254.9057513
2045,805466211.7669096,78975165.96077079,115233976.47365546
2050,885318739.4337189,84483100.56782107,139490523.67526373
