,Base,Com AC,Res AC
2020,67726071.58244789,712650.1452906858,1194507.8872022377
2025,81110464.68916744,1402237.025559724,2350358.3029722506
2030,95134347.58040975,2641975.994363479,4428345.637305445
2035,108216785.42350061,4533651.760329756,7599076.240352404
2040,121346653.12241025,5989795.956075535,12270855.659510247
2045,134905216.1751058,7331542.2050450565,16289748.629429674
2050,148188487.40677688,7842863.131604124,19718711.758393887
