,Base,Com AC,Res AC
2020,25939545.197792366,874448.3245946715,1170818.1557703323
2025,25939545.197792366,1720597.1622796247,2303745.503205333
2030,25939545.197792366,3241803.144442128,4340521.756057473
2035,25939545.197792366,5562959.907205188,7448369.763490066
2040,25939545.197792366,7349703.179135302,12027497.47148327
2045,25939545.197792366,8996075.901004326,15966686.911496367
2050,25939545.197792366,9623485.76054683,19327646.123127457
