,Base,Com AC,Res AC
2020,737429.1641612493,13545.06691222071,29208.077994395328
2025,900843.7377223726,30438.135757444703,65635.66268383774
2030,1051671.1136220524,65711.2244001725,141697.23775598832
2035,1186955.3774812217,125133.3711387745,269832.9427030147
2040,1286388.0836384979,177723.90716963433,468401.0423489263
2045,1341100.2757935792,228664.4038362217,653622.1904746207
2050,1410420.4811401593,253456.4146510939,819815.9639109266
