,Base,Com AC,Res AC
2020,25477031.84352458,936700.0904902348,1254168.4186281932
2025,25477031.84352458,2104929.027159605,2818335.9168514325
2030,25477031.84352458,4544216.004302803,6084351.070087931
2035,25477031.84352458,8653515.027178355,11586382.202504715
2040,25477031.84352458,12290378.55677755,20112716.580641676
2045,25477031.84352458,15813134.711947173,28065944.947324194
2050,25477031.84352458,17527609.725191556,35202155.07578455
