,Base,Com AC,Res AC
2020,127531617.31012098,1517170.746122154,3145166.0268313903
2025,155213285.62329525,3409348.173542437,7067738.468151984
2030,180253155.94130513,7360255.065396721,15258153.52764744
2035,202300874.25233185,14016076.205877472,29055982.54264838
2040,217774954.70440197,19906694.783546958,50438068.72916949
2045,227313977.16014943,25612493.938053202,70382936.81146586
2050,236899284.66263837,28389424.741690077,88278911.00679232
