,Base,Com AC,Res AC
2020,1334387041.3638706,27195432.07,27195432.080000002
2025,1605635289.13229,61112895.1,61112895.10000002
2030,1858195853.366323,131933282.5,131933282.5
2035,2090007165.8605156,251239518.90000007,251239519.00000003
2040,2258362107.9856877,356829425.5,436124853.4000001
2045,2374545611.0290904,459106426.09999996,608582936.9000002
2050,2501164933.834357,508883178.8,763324768.2000002
