,Base,Com AC,Res AC
2020,150657787.69792148,2861949.2474676766,3263097.0886050654
2025,175568679.69688645,6431300.804187448,7332750.201961003
2030,197042826.1029958,13884183.108211799,15830272.8469045
2035,216283987.4920576,26439541.397953458,30145464.892037746
2040,229464815.3436767,37551442.57886573,52329293.21407755
2045,235863341.4826105,48314705.473420694,73022013.54004413
2050,244523591.05601743,53553031.511575446,91589014.70829496
