,Base,Com AC,Res AC
2020,23958295.55318878,341040.45169201505,508342.4551805529
2025,34649062.76951075,766377.5775087635,1142334.457012443
2030,44000968.90571861,1654490.5828742073,2466123.3014717177
2035,52350457.47370218,3150633.488300395,4696219.3338625245
2040,58791151.52593626,4474768.708814349,8152132.979187241
2045,63044745.388630025,5757358.90236403,11375753.965396732
2050,67538079.32161824,6381577.1968509285,14268219.222458279
