,Base,Com AC,Res AC
2020,66809181.639154196,763383.5377191504,1279544.6163419452
2025,79405655.18732594,1715456.402443447,2875360.6739634154
2030,90382755.89139289,3703404.883530137,6207458.695364695
2035,100134742.01279189,7052364.980231749,11820815.091414055
2040,106584884.96910012,10016303.785846863,20519666.92712647
2045,111219266.10456996,12887248.374789797,28633816.819576897
2050,115499863.67337415,14284496.02558975,35914417.34764941
