,Base,Com AC,Res AC
2020,99728236.07694492,2179077.336323809,1333854.7376034039
2025,130842759.36096188,4896768.1163061,2997405.020740338
2030,161600000.2736118,10571364.524106884,6470933.552095018
2035,190940499.89646658,20130966.85556308,12322548.202416735
2040,214304758.82222864,28591526.40190044,21390621.784678034
2045,232224926.62645474,36786634.07516628,29849175.818230227
2050,252574045.7363572,40775075.71511427,37438800.582336254
