,Base,Com AC,Res AC
2020,485704.1333486546,11926.334092761483,27032.00687933132
2025,561226.8114458178,26800.55983160874,60745.65007459345
2030,631093.1506189903,57858.26093880778,131140.45732612468
2035,693317.4589350856,110179.03418462079,249729.748216153
2040,736257.9196079252,156484.6232884706,433504.0532790889
2045,755458.9992678416,201337.3645878725,604925.7863795065
2050,784422.5216743301,223166.5519758472,758737.7293527591
