,Base,Com AC,Res AC
2020,28816703.349672396,1094272.4235198395,1193172.4296376815
2025,37102539.75685672,2459021.6348561496,2681267.2552566323
2030,45214422.0174827,5308647.143851119,5788441.0428753
2035,52890773.431331426,10109215.272734648,11022883.049785782
2040,58902422.07348517,14357874.48495122,19134542.50058952
2045,63432128.30673183,18473231.101784043,26700968.725958522
2050,68640690.11786582,20476116.28013954,33490112.07457948
