,Base,Com AC,Res AC
2020,140154758.02920002,1194652.9904331162,1569538.7455517934
2025,163603520.08399248,2684594.335450112,3527028.2314371807
2030,184066399.66902792,5795623.69410379,7614308.097861279
2035,202275680.45938054,11036560.912005484,14499867.416127332
2040,214017218.14550793,15674961.116663216,25170214.36893441
2045,222295451.87777525,20167830.51858405,35123343.38121141
2050,230009073.2593179,22354445.767572984,44054008.61456883
