,Base,Com AC,Res AC
2020,68147462.8286515,1516218.2922865218,1086304.8433432318
2025,93910197.7500363,3407207.843093017,2441117.086963999
2030,119880435.72255386,7355634.423200589,5269993.995915246
2035,145049646.71131974,14007277.15305041,10035608.389161654
2040,165738197.13472953,19894197.70116528,17420739.599103183
2045,182124542.44278094,25596414.852588527,24309471.8990219
2050,200317532.37070155,28371602.34658014,30490539.3780936
