,Base,Com AC,Res AC
2020,10248716.675532784,165760.09672884806,238335.3732219934
2025,10533756.59003431,372491.9455988607,535581.2924570761
2030,10804531.71130962,804152.4625409065,1156237.1221954194
2035,11018521.430342149,1531341.2505372001,2201813.317502514
2040,10988342.318699544,2174927.0220945347,3822111.7208473547
2045,10773638.764704436,2798320.1518287826,5333500.161935959
2050,10655793.534755915,3101716.667874646,6689626.882314959
