,Base,Com AC,Res AC
2020,4240513.6391676115,92482.17948354872,92747.50068789648
2025,4589717.390235275,207823.6418105007,208419.8649116148
2030,4898360.43778296,448659.0792384765,449946.23264044814
2035,5177124.216576784,854377.9786422874,856829.0951485143
2040,5315752.02267627,1213452.4242586368,1487363.3932984103
2045,5391455.259949964,1561260.832015558,2075515.7039878448
2050,5471566.932336789,1730534.2072449157,2603248.3784577507
