,Base,Com AC,Res AC
2020,47867661.24778582,467330.2708693989,584029.9996498857
2025,57021416.61799373,1050172.9020956184,1312417.6147988047
2030,64997149.77959205,2267160.767613938,2833306.51653626
2035,72081435.93213193,4317336.533518605,5395443.461312618
2040,76780177.86212412,6131808.88775219,9365911.055549163
2045,80163014.81490913,7889351.782127969,13069499.737274751
2050,83284700.56973238,8744722.759960353,16392626.629103918
