,Base,Com AC,Res AC
2020,412614401.9067486,7676647.2758719465,8449970.401800964
2025,502583472.26646703,15104857.711070934,16626477.151406333
2030,596469240.4164655,28459290.935493685,31326197.143677883
2035,703205438.7285565,48836368.961226314,53756002.78571896
2040,825903244.7968793,64521913.18992918,86804254.9057513
2045,964254941.8940296,78975165.96077079,115233976.47365546
2050,1099197773.2834494,84483100.56782107,139490523.67526373
