,Base,Com AC,Res AC
2020,87672224.35871539,1181307.1233676423,1151208.0086286936
2025,105223864.79007256,2324383.9882582095,2265159.8457553745
2030,123630173.36337033,4379407.037986157,4267821.935091878
2035,144693611.90255827,7515097.211074388,7323616.2940400895
2040,169002226.47656316,9928839.104557471,11826047.746776624
2045,196457775.23147088,12152952.033087067,15699259.319811204
2050,223169126.05335337,13000530.689827241,19003925.4987862
