,Base,Com AC,Res AC
2020,1366614665.57664,25388062.04,25388062.05
2025,1698047962.8038733,49954498.48,49954498.48
2030,2057607816.236412,94120026.35000001,94120026.35000002
2035,2459125147.1688266,161510711.7,161510711.80000004
2040,2922730100.2232237,213385645.60000002,260804678.0
2045,3450096674.7457576,261185168.60000002,346222200.3000001
2050,3981903633.049174,279400905.3000001,419101358.00000006
