,Base,Com AC,Res AC
2020,496084.8978205869,11133.726762547281,25235.497857494982
2025,598668.1912851935,21907.1363446378,49654.30748048279
2030,701824.476817644,41275.567020973394,93554.43194620663
2035,821492.2788379557,70829.20037217415,160540.14731665544
2040,961154.5123533481,93578.52794817531,259237.42741497152
2045,1115758.543355371,114540.61743825187,344141.65116978076
2050,1268329.6248227633,122528.97964080086,416582.85697636526
