,Base,Com AC,Res AC
2020,26065532.132452726,874448.3245946715,1170818.1557703323
2025,26065532.132452726,1720597.1622796247,2303745.503205333
2030,26065532.132452726,3241803.144442128,4340521.756057473
2035,26065532.132452726,5562959.907205188,7448369.763490066
2040,26065532.132452726,7349703.179135302,12027497.47148327
2045,26065532.132452726,8996075.901004326,15966686.911496367
2050,26065532.132452726,9623485.76054683,19327646.123127457
