,Base,Com AC,Res AC
2020,102031883.38193873,2034258.9322408512,1245208.6344627657
2025,138367408.71350703,4002683.8038462596,2450118.9856495205
2030,179269769.46338338,7541517.111608248,4616306.248821501
2035,225213421.18164575,12941303.176691858,7921618.140664157
2040,278480317.00553745,17097864.929188617,12791690.689675197
2045,339509173.12930304,20927877.888287324,16981165.100636624
2050,402661876.758497,22387442.822032172,20555670.1676909
