,Base,Com AC,Res AC
2020,4330821.9968482,86335.9443703352,86583.63270419982
2025,4821551.759683028,169877.8266345088,170365.18737809005
2030,5394701.445166046,320069.383251282,320987.6270015659
2035,6029324.438423032,549241.6001888912,550817.3140881807
2040,6800117.723040548,725650.1578940391,889450.1834372623
2045,7681812.119087721,888199.6645146932,1180758.7269078344
2050,8563806.870769827,950145.031905007,1429306.3399419005
