,Base,Com AC,Res AC
2020,131133374.70076267,1416341.7197667025,2936142.7320535257
2025,165575702.3085897,2786846.8328056093,5777264.02891909
2030,201178894.8375451,5250740.280018882,10885030.561371218
2035,241140158.4218684,9010311.965108227,18678798.78607598
2040,286721162.4573819,11904295.482910836,30162198.21296915
2045,337946921.04556644,14570921.179003078,40040779.602806464
2050,388163618.1568376,15587135.327363318,48469292.53056014
