,Base,Com AC,Res AC
2020,10538161.691672824,154743.91466465112,222495.94072527328
2025,11237015.81561583,304479.90231492935,437791.31746555807
2030,12058838.790186126,573675.190441559,824849.2446011947
2035,13133942.268451825,984431.1767221389,1415447.846644502
2040,14467183.73732943,1300616.4110266953,2285640.473970796
2045,16017132.313970683,1591961.4257217606,3034222.6989996857
2050,17459703.935675994,1702988.9787905011,3672921.1833421346
