,Base,Com AC,Res AC
2020,143139572.39268407,1115258.03889857,1465229.4159081473
2025,171867409.92583755,2194423.3443730157,2883040.0873324964
2030,202717477.59551328,4134546.2226616936,5431979.446185022
2035,235572038.15727746,7094914.109941032,9321319.817462126
2040,273779189.0853473,9373699.192400478,15051904.52345111
2045,316729308.4926059,11473457.81900525,19981633.54575552
2050,359998023.65139097,12273646.772267109,24187731.886713717
