,Base,Com AC,Res AC
2020,68231987.4559044,712650.1452906858,1194507.8872022377
2025,83416568.80917653,1402237.025559724,2350358.3029722506
2030,99541058.69066541,2641975.994363479,4428345.637305445
2035,116617802.06466043,4533651.760329756,7599076.240352404
2040,136347550.11045697,5989795.956075535,12270855.659510247
2045,158466585.55895293,7331542.2050450565,16289748.629429674
2050,180774271.48946324,7842863.131604124,19718711.758393887
