,Base,Com AC,Res AC
2020,133631619.34945804,2746873.0638176827,2587104.3541030935
2025,185254986.02570146,5404849.96747839,5090483.088867525
2030,243679730.47448272,10183359.593941871,9591056.20188064
2035,309532995.5294348,17474725.829319473,16458328.521064486
2040,385980723.7344722,23087358.1914402,26576621.590707645
2045,473699999.9873543,28259049.59447704,35280871.77820977
2050,564832482.6399823,30229909.615221865,42707432.570353255
