,Base,Com AC,Res AC
2020,360933000.40978,8092581.508100634,7131117.575210514
2025,488235089.0213178,15923265.431160469,14031453.10461201
2030,632161795.9102651,30001265.302641217,26436873.07687834
2035,794281743.0183194,51482409.20493641,45365883.903759405
2040,982437920.0269945,68017823.76913853,73256037.39742391
2045,1198274677.6192353,83254179.15996659,97248510.44656181
2050,1422341963.4225202,89060543.33784656,117719149.0213958
