,Base,Com AC,Res AC
2020,1228721.233075358,23353.264478661426,50693.644255898216
2025,1494070.2219233895,45950.754849436715,99746.70654024687
2030,1760833.1053234038,86576.51240284005,187934.27886484412
2035,2069182.0755249814,148565.98193766407,322496.7132733985
2040,2428295.416505745,196283.25351479696,520762.06292421906
2045,2825664.8925683443,240251.7494485993,691319.6060785006
2050,3218323.9796184557,257007.5347526737,836841.1542312203
