,Base,Com AC,Res AC
2020,17401517.539887596,352583.3996459488,273299.84950117086
2025,21000057.600827917,693756.2573282091,537754.9845908965
2030,24766588.347981717,1307116.6603013892,1013192.302186816
2035,29065896.456454933,2243022.556062051,1738646.0274452886
2040,34020056.84004403,2963449.366192489,2807535.2544130613
2045,39611980.92769641,3627277.8338495158,3727046.004913725
2050,45057652.5963086,3880253.675905615,4511582.563551217
