,Base,Com AC,Res AC
2020,422158641.4431116,6585194.159514847,6256984.072018778
2025,501266701.61238396,12957273.820809888,12311475.397352993
2030,586904145.2781546,24412995.636960536,23196237.0570123
2035,678465654.0616323,41892894.13702434,39804926.78814038
2040,785430773.4272087,55348293.41898933,64276300.92207003
2045,905900245.3041316,67746606.42103192,85327772.88750935
2050,1027170702.8797333,72471431.92126533,103289117.39710513
