,Base,Com AC,Res AC
2020,1203009.7756650366,23353.264478661426,50693.644255898216
2025,1400629.3952684025,45950.754849436715,99746.70654024687
2030,1583372.6933999548,86576.51240284005,187934.27886484412
2035,1746334.1964775661,148565.98193766407,322496.7132733985
2040,1860108.5554626354,196283.25351479696,520762.06292421906
2045,1913204.2364528477,240251.7494485993,691319.6060785006
2050,1990433.5294620693,257007.5347526737,836841.1542312203
