,Base,Com AC,Res AC
2020,10248716.675532784,154743.91466465112,222495.94072527328
2025,10533756.59003431,304479.90231492935,437791.31746555807
2030,10804531.71130962,573675.190441559,824849.2446011947
2035,11018521.430342149,984431.1767221389,1415447.846644502
2040,10988342.318699544,1300616.4110266953,2285640.473970796
2045,10773638.764704436,1591961.4257217606,3034222.6989996857
2050,10655793.534755915,1702988.9787905011,3672921.1833421346
