,Base,Com AC,Res AC
2020,352783956.14912593,8092581.508100634,7131117.575210514
2025,462513041.1047799,15923265.431160469,14031453.10461201
2030,571833267.3957508,30001265.302641217,26436873.07687834
2035,676786294.6996188,51482409.20493641,45365883.903759405
2040,761454195.8163135,68017823.76913853,73256037.39742391
2045,827270339.200946,83254179.15996659,97248510.44656181
2050,901306623.7985895,89060543.33784656,117719149.0213958
