,Base,Com AC,Res AC
2020,4240513.6391676115,86335.9443703352,86583.63270419982
2025,4589717.390235275,169877.8266345088,170365.18737809005
2030,4898360.43778296,320069.383251282,320987.6270015659
2035,5177124.216576784,549241.6001888912,550817.3140881807
2040,5315752.02267627,725650.1578940391,889450.1834372623
2045,5391455.259949964,888199.6645146932,1180758.7269078344
2050,5471566.932336789,950145.031905007,1429306.3399419005
