,Base,Com AC,Res AC
2020,413355588.90085936,6585194.159514847,6256984.072018778
2025,477164326.38430977,12957273.820809888,12311475.397352993
2030,532905866.10263276,24412995.636960536,23196237.0570123
2035,582569573.6945244,41892894.13702434,39804926.78814038
2040,613982785.6761025,55348293.41898933,64276300.92207003
2045,635803188.9895991,67746606.42103192,85327772.88750935
2050,656277440.2263772,72471431.92126533,103289117.39710513
